label,text
1117,The Physiological Responses and Adaptation of Brown Adipose Tissue to Chronic Treatment With Beta-3-Adrenergic Receptor Agonists
11,T Cells Expressing a Fully-Human Anti-CD30 Chimeric Antigen Receptor for Treating CD30-Expressing Lymphomas
1117,Family Functioning and Bereavement Outcomes Following the Enhancing Connections Program in Palliative Care
1102,Propranolol for Sleep Apnea Therapy
1117,The Impact and Cost-effectiveness of Safer Conception Strategies for HIV-discordant Couples
1102,Screening Inhaled Allergen Challenge for Dermatophagoides Farinae
1109,Neurologic Music Therapy for Enhancing Fine Motor Control in Parkinson's Disease
11,Parallel Proof of Concept Phase 2 Study of Nivolumab and Metformin Combination Treatment in Advanced Non-small Cell Lung Cancer With and Without Prior Treatment With PD-1/PD-L1 Inhibitors
11,Phase III Study of the Virologic Efficacy and Safety of Dolutegravir-Containing Versus Efavirenz-Containing Antiretroviral Therapy Regimens in HIV-1-Infected Pregnant Women and Their Infants
11,Phase Ib/II Study of the Glutaminase Inhibitor CB-839 in Combination With Azacitidine in Patients With Advanced Myelodysplastic Syndrome
17,Trial of Sirolimus for Cognitive Impairment in Sturge-Weber Syndrome
17,Menopausal Sleep Fragmentation: Impact on Body Fat Gain Biomarkers in Women
11,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity
11,Vitamin D and Residual Beta-Cell Function in Type 1 Diabetes
1117,Randomized Controlled Trial Evaluating Efficacy of EMS Providers Performing Discharge Comprehension and Home Fall Hazard Assessments
1117,"A Phase I, Double-Blind, Dose Escalation Study to Evaluate the Safety and Pharmacokinetics of NTM-1634 vs Placebo Administered Intravenously in Healthy Adults"
1117,Community Partnership for Healthy Sleep
11,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity
1117,Urological and Renal Disease Engaging Adolescents in Adherence Collaborative Trial
11,Phase 1 Trial Using 131I MIBG and 90Y DOTATOC in a Dosimetrically Determined Optimal Combination for Therapy of Selected Patients With Midgut Neuroendocrine Tumors.
11,Phase II Study of Pembrolizumab and Capecitabine for Advanced Triple Negative and Hormone-Refractory Breast Cancer
1109,Developing Neuronal KCNQ Channel Modulators for Mood Disorders
1102,Effect of Fish Oil Enriched In Omega-11 Fatty Acid On Lipoprotein Metabolism In Adults
11,"MOUNTAINEER: A Phase II, Open Label Study of Tucatinib Combined With Trastuzumab in Patients With HER2+ Metastatic Colorectal Cancer"
11,TASTE ESRD: Taste And Smell TEsting in End Stage Renal Disease
1109,Imaging Genetics of Spasmodic Dysphonia
11,Endometrial Cancer and Obesity: An Exercise and Diet Intervention for Weight Loss
1117,Psychological Intervention to Promote Coping for Caregivers of Patients Undergoing Hematopoietic Stem Cell Transplantation (HCT)
17,Evaluating the Feasibility of Central Executive Training for Children With ADHD
1109,Neurophysiologic Study of Patients With Essential Tremor and Dystonic Tremor
11,A Phase I/II Trial of the Insulin-Like Growth Factor 1 Receptor (IGF-1R) Antibody AMG479 (Ganitumab) in Combination With the Src Family Kinase (SFK) Inhibitor Dasatinib in Patients With Embryonal and Alveolar Rhabdomyosarcoma
11,A Phase 1B Study of AMG-232 in Combination With Decitabine in Acute Myeloid Leukemia
11,Administration of Jakafi (Ruxolitinib) to Patients With Previously Untreated High-Risk Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL): A Phase II Clinical Trial
11,Treatment Development of Triheptanoin (C7) for Glucose Transporter Type I Deficiency (G1D): A Phase I Maximum Tolerable Dose Trial
11,A Phase II Study of Selumetinib (AZD6244) for the Treatment of Advanced Pancreas Cancer Harboring KRAS G12R Mutations
11,Fixed-Dose Netupitant and Palonosetron for Chronic Nausea and Vomiting in Cancer Patients
11,Feasibility and Initial Effects of High Intensity Interval Training on Knee Osteoarthritis: an Exploratory Evaluation on Metabolomics
11,Double Blind Study of Leukotriene Antagonism in the Nasal Recruitment of CD49d Expressing Neutrophils in Atopic Subjects
1108,Integrated Extreme Trait Analysis to Understand the Etiology of Eczema Herpeticum (ADRN-06)
11,A Randomized Phase 2 Study of CDX-1127 (Varlilumab) in Combination With Nivolumab in Patients With Relapsed or Refractory Aggressive B-Cell Lymphomas
11,"A Prospective, Open Label Study of the Use of Magseed® and Sentimag® to Localize Axillary Lymph Nodes With Biopsy-Proven Metastases in Breast Cancer Patients"
1117,Personalized Health Assessment Related to Medications (Project PHARM)
1117,"Preparing Patients and Family Caregivers for Medical Decision Making: Evaluating the Impact of a Systematic Social Work Driven Approach on Medical Power of Attorney Documentation, Knowledge, Attitudes and Beliefs"
1117,"Improving Sickle Cell Disease (SCD) Care Using Web-based Guidelines, Nurse Care Managers and Peer Mentors in Primary Care and Emergency Departments in Central North Carolina"
11,"Immunogenicity of Nonavalent HPV Vaccine Administered Prior to Renal Transplantation in Adults: A Prospective, Single-Arm, Multi-Center Clinical Trial"
17,"Effects of SRX246, a Vasopressin Receptor (V1a) Antagonist, on an Experimental Model of Fear and Anxiety in Humans"
2,Improving Chronic Illness Management With the Apsaalooke Nation: The Baa Nnilah Project
1117,"A Phase 1 Open Label, Multiple Ascending Dose Study of Oxfendazole in Healthy Adult Volunteers"
1117,Human Laboratory Study of Varenicline for Alcohol Use Disorder
11,Malnutrition in Older Cancer Patients
11,Effects of Anamorelin on Cancer-Related-Fatigue in Patients With Advanced Cancer
11,Phase I/II Study of Dendritic Cell Therapy Delivered Intratumorally After Cryoablation and Anti-PD-1 Antibody (Pembrolizumab) for Patients With Non-Hodgkin Lymphoma
11,Young Hands at Work and Play: Flexible Electronics for Early Assessment of Force Modulation and Planning in Children Born Prematurely
1117,Improving Opioid Prescription Safety After Surgery
11,Feasibility Trial of Optune for Children With Recurrent or Progressive Supratentorial High-Grade Glioma and Ependymoma
1117,"Testing Tele-Savvy, an On-line Psychoeducation Program for Dementia Family Caregivers"
1109,"Target Engagement for Intranasal Oxytocin in Autism Spectrum Disorders, an fMRI Dose Response Study"
11,A Phase II Randomized Study of Nivolumab (NSC-748726) With Ipilimumab (NSC-732442) or Ipilimumab Alone in Advanced Melanoma Patients Refractory to an Anti-PD1 or Anti-PD-L1 Agent
1117,"Prepare to Care, A Supported Self-Management Intervention for Head and Neck Cancer Caregivers"
11,"A Phase 1 Dose-Escalation and Exploratory Dose Expansion Study of AMG 232 in Combination With Carfilzomib, Lenalidomide, and Dexamethasone in Relapsed and/or Refractory Myeloma"
1102,Investigation of the Impact of Smoking Status on Allergen-induced Nasal Airway Inflammation Using a Cat Hair (Felis Domesticus) Extract Nasal Allergen Challenge Model
11,A Phase I Study of Indenoisoquinoline LMP744 in Adults With Relapsed Solid Tumors and Lymphomas
11,Hereditary Gastric Cancer Syndromes: An Integrated Genomic and Clinicopathologic Study of the Predisposition to Gastric Cancer
1109,Evaluation of a Novel Positron Emission Tomography (PET) Radiotracer to Image Phosphodiesterase-4B (PDE4B)
11,A Phase 1 Study of MK-3475 (Pembrolizumab) in Combination With Recombinant Interleukin-12 in Patients With Solid Tumors
11,Study of Anti-Malarials in Incomplete Lupus Erythematosus
11,An Exploratory Evaluation of Technetium Tc 99m Tilmanocept by Intravenous (IV) Injection in Subjects With Liver Metastases From Colorectal Carcinoma Patients Using SPECT/CT Imaging Compared to FDG PET/CT Imaging.
1117,Integrated Smoking Cessation and Mood Management for ACS Patients (PACES Phase IV Vanguard R56 Trial)
1117,iQuit Mindfully: A Randomized Controlled Trial of Mindfulness-based Smoking Cessation Enhanced With Mobile Technology
11,A Phase II Study of Concurrent IGFBP-2 Vaccination and Neoadjuvant Chemotherapy to Increase the Rate of Pathologic Complete Response at the Time of Cytoreductive Surgery
11,"Anti-PD-1 Therapy in Combination With Platinum Chemotherapy for Platinum Resistant Ovarian, Fallopian Tube, and Primary Peritoneal Cancer"
11,A Preliminary Open-Label Trial of Losartan Potassium in Participants With Eosinophilic Esophagitis (EoE) With or Without a Connective Tissue Disorder
1117,Internet Intervention for Sun Protection and Skin Self-check Behaviors
1117,Randomized Controlled Trial of Resistant Starch to Reduce Colon Cancer Risk in Alaska Native People.
1117,Using Values Affirmation to Reduce the Effects of Stereotype Threat on Hypertension Disparities: The Multicenter Randomized HYpertension and VALUEs (HYVALUE) Trial
1117,Feasibility of Delivering Electronic Health Record (EHR)-Based Survivorship Care Plans and Planning to Cancer Survivors in a Community Oncology Practice
1117,"A Phase 1, Double Blinded, Placebo Controlled, Dose Comparison Trial to Evaluate the Safety, Immunogenicity and Schedule of Measles-Vectored Chikungunya Virus Vaccine (MV-CHIK) in Healthy Adults"
11,Feasibility of Single Session In-Room Yttrium-90 Radioembolization Diagnostic Angiography and Treatment
1109,Spinal Root and Spinal Cord Stimulation for Restoration of Function in Lower-Limb Amputees
1117,The Developmental Origins of Suicide Mortality
11,Prospective Evaluation and Molecular Profiling in Patients With Gastric Tumors
1109,The Effect of Transcranial Magnetic Stimulation to the Frontoparietal Attention Network on Anxiety Potentiated Startle
1109,Clinical and Physiological Studies of Tremor Syndromes
1117,Refining and Testing the Electronic Social Network Assessment Program (eSNAP)
1117,A Randomized Controlled Trial to Evaluate the Effectiveness of a Mobile Technology Intervention in the Treatment of Depressive Symptoms in People With Diabetes or Hypertension in Peru
11,Randomized Phase II Trial of Durvalumab (MEDI4736) and Tremelimumab Administered in Combination Versus Sequentially in Recurrent Platinum-Resistant Epithelial Ovarian Cancer
1117,Feasibility of Implementing a Mental Health Care Program and Home-based Training for Mothers of Children With Autism Spectrum Disorder in an Urban Population in Bangladesh
1117,Improving Outcomes for Younger Breast Cancer Survivors: A Phase III Randomized Trial Targeting Behavioral Symptoms in Younger Breast Cancer Survivors
1109,TAU PET Imaging in Northern Manhattan Study of Metabolism and Mind
11,"A Phase 1, Randomized, Placebo-Controlled, Double-Blind, Ascending-Dose Study to Assess the Safety, Tolerability, and Pharmacokinetics of Oral TP-271 in Healthy Adult Subjects, Including 1 Cross-over Arm"
1117,Opioid Use Disorder in the Emergency Department: Clinical Trials Network-0069
604,Pharmacogenomics of the Variability in the In Vivo Response to Glucocorticoids
11,Human Papillomavirus Antibody Response After GARDASIL 9 Vaccination in Patients After Allogeneic Stem Cell Transplantation
1102,"Evaluation of the Effect of a Nasal Allergen Challenge With Dermatophagoides Farinae Extract on Nasal Airway Inflammation in Allergic Individuals, Comparing E-cigarette Users to Cigarette Smokers and Non-smokers."
1102,"A Phase II Study of Dose-Adjusted Etoposide, Prednisone, Vincristine, Cyclophosphamide, and Doxorubicin (DA-EPOCH) as Front-Line Therapy for Adults With Acute Lymphoblastic Leukemia/Lymphoma"
1117,Pilot Study of Yoga vs. Health Education for Chronic Pain in Persons Receiving Opioid Agonist Therapy
11,Phase II Study of Laser Interstitial Thermal Therapy (LITT) in Recurrent Glioblastoma
11,VCRC Longitudinal Protocol for Aortitis
11,Haloperidol and/or Chlorpromazine for Refractory Agitated Delirium in the Palliative Care Unit
11,A Phase II Study of Pembrolizumab in Combination With Ibrutinib in the Treatment of Unresectable or Metastatic Melanoma
11,Hydroxyurea Management in Kids: Intensive Versus Stable Dosage Strategies
11,Physiologic and Behavioral Correlates of GERD Symptom Severity
11,A Phase 0 First-In-Human Study Using NU-0129: A Spherical Nucleic Acid (SNA) Gold Nanoparticle Targeting BCL2L12 in Recurrent Glioblastoma Multiforme or Gliosarcoma Patients
1102,A Phase II Study of Isavuconazole Prophylaxis in Adult Patients With AML/MDS and Neutropenia
1117,Optimizing HIV Pre-Exposure Prophylaxis Through Shared Decision Making
1102,"A Phase Ib, Double-Blind, Placebo-Controlled, Single-site Trial to Determine the Safety and Efficacy of a Novel Renal-Specific Peptide, ANX-042, in Enhancing GFR Without Significant Hypotension in Human Cardiorenal Syndrome (CRS): ANX-042 Aim #1"
11,Immunotherapy With Ex Vivo-Expanded Cord Blood-Derived NK Cells Combined With Rituximab High-Dose Chemotherapy and Autologous Stem Cell Transplant for B-Cell Non-Hodgkin's Lymphoma
11,Premature Infants Receiving Milking or Delayed Cord Clamping: Randomized Controlled Multicenter Non-inferiority Trial
11,"A Randomized, Double Blind Phase II Trial of Surgery, Radiation Therapy Plus Temozolomide and Pembrolizumab With and Without HSPPC-96 in Newly Diagnosed Glioblastoma (GBM)"
1117,Beginning Assessment of Cutaneous Treatment Efficacy of Roseomonas in Atopic Dermatitis Phase I/II
1109,Detailed Evaluation of the Neurophysiology of Surround Inhibition in the Human Motor Cortex
11,"A Randomized Surgical Window Pilot Investigation of the Relationship of Short Term Medroxyprogesterone Acetate (NSC #26386) Compared to Medroxyprogesterone Acetate Plus Entinostat (NSC #706995) on the Morphologic, Biochemical, and Molecular Changes in Primary Endometrioid Adenocarcinoma of the Uterine Corpus"
11,A Phase IIIB/IV Randomised Open-label Trial Comparing Dolutegravir With Pharmaco-enhanced Darunavir Versus Dolutegravir With Predetermined Nucleosides Versus Recommended Standard of Care ART Regimens in Patients With HIV-1 Infection Failing First Line Therapy.
11,"Phase I Trial of Systemic Administration of Vesicular Stomatitis Virus Genetically Engineered to Express NIS and Human Interferon, in Patients With Relapsed or Refractory Multiple Myeloma, Acute Myeloid Leukemia, and T-Cell Neoplasms"
11,A Phase I Open Label Clinical Trial Evaluating the Safety and Efficacy of Adoptive Transfer of NY-ESO-1 TCR Engineered Autologous T Cells in Combination With Decitabine in Patients With Recurrent or Treatment Refractory Ovarian Cancer
11,A Phase II Trial of Response-Adapted Second-Line Therapy for Hodgkin Lymphoma Using Anti-PD-1 Antibody Nivolumab ? ICE Chemotherapy as a Bridge to Autologous Hematopoietic Cell Transplant (NICE Trial)
